"{\fCalibri|b0|i0|c0|p34;ACTIVITY #}","{\fCalibri|b0|i0|c0|p34;No # }","{\fCalibri|b0|i0|c0|p34;SIZE/TYPE}","{\fCalibri|b0|i0|c0|p34;LENGTH}","Z-COORDINATES"
"547-09","1","BORE 18mm FUTUREPATH CONDUIT","4m",""
"547-08","1","BORE 18mm FUTUREPATH CONDUIT","4m",""
"547-07","1","BORE 18mm FUTUREPATH CONDUIT","14m",""
"547-06","1","BORE 18mm FUTUREPATH CONDUIT","39m",""
"547-05","1","BORE 18mm FUTUREPATH CONDUIT","39m",""
"547-04","1","BORE 18mm FUTUREPATH CONDUIT","67m",""
