"{\fCalibri|b0|i0|c0|p34;ACTIVITY #}","{\fCalibri|b0|i0|c0|p34;No # }","{\fCalibri|b0|i0|c0|p34;SIZE/TYPE}","{\fCalibri|b0|i0|c0|p34;LENGTH}","Z-COORDINATES"
"531","1","PLACE 2335 SB-1141A3-31 (DETAIL A)","N/A",""
"531-05","1","BORE 18mm FUTUREPATH CONDUIT","1m",""
"531-06","1","BORE 18mm FUTUREPATH CONDUIT","1m",""
"531-07","1","BORE 18mm FUTUREPATH CONDUIT","23m",""
"531-08","1","BORE 18mm FUTUREPATH CONDUIT","23m",""
"711","1","BORE 1-32mm HDPE FROM PL 107 TO PL 175","75m",""
